#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2013-09-09T12:20:21 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ522dbc517400	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/375/863&tab:{J/A+A/375/863/table3}&key:source=J/A+A/375/863&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/375/863/table3
#-order=I
#-out=ID
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=B-V
#-out=V-I
#-out=F1
#-out=F2
#-out=F3
#-out=F4
#-out=F5
#
#
#RESOURCE=yCat_33750863
#Name: J/A+A/375/863
#Title: Photometry in NGC 2516 (Jeffries+, 2001)
#Table	J_A_A_375_863_table3:
#Name: J/A+A/375/863/table3
#Title: The photometric catalogue for NGC 2516
#Column	ID	(I5)	Star number	[ucd=meta.id]
#Column	RAJ2000	(A12)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F6.3)	V magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? B-V colour index (1)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	V-I	(F6.3)	? V-I (Cousins) colour index (1)	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	F1	(I2)	[-1/1] V vs B-V membership flag (2)	[ucd=meta.code.member]
#Column	F2	(I2)	[-1/1] V vs V-I membership flag (2)	[ucd=meta.code.member]
#Column	F3	(I2)	[-1/1] B-V vs V-I membership flag (2)	[ucd=meta.code.member]
#Column	F4	(I2)	[-1/1] Candidate membership flag (3)	[ucd=meta.code.member]
#Column	F5	(I1)	[0/1] Binarity flag (4)	[ucd=meta.code]
#ID;RAJ2000;DEJ2000;Vmag;B-V;V-I;F1;F2;F3;F4;F5
# ;"h:m:s";"d:m:s"; ; ; ; ; ; ; ;
#-----;------------;------------;------;------;------;--;--;--;--;-
 7527;07 57 53.752;-61 02 54.97;20.473;      ; 1.875; 0;-1; 0;-1;0
 7528;07 57 53.847;-60 21 04.74;20.428;      ; 1.200; 0;-1; 0;-1;0
 7529;07 57 53.876;-61 01 38.12;18.382; 0.960; 1.077;-1;-1; 1;-1;0
 7530;07 57 53.879;-60 23 34.59;19.323; 0.839; 0.949;-1;-1; 1;-1;0
 7531;07 57 53.882;-60 19 51.37;19.471;      ; 2.200; 0;-1; 0;-1;0
 7532;07 57 53.892;-60 24 12.72;19.707;      ; 1.320; 0;-1; 0;-1;0
 7533;07 57 53.914;-60 20 24.11;18.328; 1.444; 1.663; 1;-1; 1;-1;0
 7534;07 57 53.934;-60 52 42.70;17.809; 1.065; 1.145;-1;-1; 1;-1;0
 7535;07 57 53.951;-61 03 23.23;16.838; 0.701; 0.892;-1;-1; 1;-1;0
 7536;07 57 53.963;-60 30 04.27;12.767; 1.784; 2.033;-1;-1;-1;-1;0
 7537;07 57 54.057;-60 27 28.61;20.026;      ; 1.237; 0;-1; 0;-1;0
 7538;07 57 54.098;-61 00 30.76;14.348; 1.390; 1.056;-1; 1;-1;-1;0
 7539;07 57 54.135;-61 08 59.69;19.898; 0.561; 0.470;-1;-1;-1;-1;0
 7540;07 57 54.168;-60 45 35.11;19.520;      ; 0.832; 0;-1; 0;-1;0
 7541;07 57 54.288;-60 25 29.52;20.944;      ; 2.681; 0;-1; 0;-1;0
 7542;07 57 54.319;-61 05 29.62;19.648;      ; 2.692; 0; 1; 0; 1;0
 7543;07 57 54.322;-61 01 04.69;16.644; 0.842; 0.952;-1;-1; 1;-1;0
 7544;07 57 54.322;-61 10 53.09;18.638; 0.883; 1.018;-1;-1; 1;-1;0
 7545;07 57 54.325;-60 47 56.41;18.600; 1.083; 1.154;-1;-1; 1;-1;0
 7546;07 57 54.340;-61 00 45.74;16.834; 1.031; 1.166;-1;-1; 1;-1;0
 7547;07 57 54.384;-60 39 05.14;20.028; 1.022; 0.741;-1;-1;-1;-1;0
 7548;07 57 54.405;-60 54 22.14;20.348;      ; 3.180; 0; 1; 0; 1;1
 7549;07 57 54.413;-60 50 43.48;17.540; 0.696; 0.848;-1;-1; 1;-1;0
 7550;07 57 54.432;-60 58 13.76;19.103; 0.825; 0.922;-1;-1; 1;-1;0
 7551;07 57 54.433;-60 29 44.66;19.450; 0.793; 0.851;-1;-1; 1;-1;0
 7552;07 57 54.454;-60 52 47.39;19.575;      ; 2.319; 0;-1; 0;-1;0
 7553;07 57 54.488;-60 45 08.24;13.806; 0.837; 0.921; 1; 1; 1; 1;0
 7554;07 57 54.489;-60 53 28.58;18.246; 0.951; 1.030;-1;-1; 1;-1;0
 7555;07 57 54.533;-60 30 00.07;13.543; 1.790; 2.280;-1;-1;-1;-1;0
 7556;07 57 54.533;-61 01 45.58;20.148; 0.517;      ;-1; 0; 0;-1;0
 7557;07 57 54.578;-60 19 03.42;16.976; 0.826; 0.888;-1;-1; 1;-1;0
 7558;07 57 54.582;-60 51 40.49;17.217; 1.436; 0.696; 1;-1;-1;-1;0
 7559;07 57 54.599;-60 54 56.91;21.467;      ; 3.276; 0; 1; 0; 1;0
 7560;07 57 54.631;-60 35 54.81;17.638; 1.707; 2.840;-1;-1; 1;-1;0
 7561;07 57 54.634;-60 22 33.75;15.864; 0.860; 0.979;-1;-1; 1;-1;0
 7562;07 57 54.660;-60 26 04.37;19.074; 0.467; 0.948;-1;-1;-1;-1;0
 7563;07 57 54.742;-60 51 23.91;18.996; 1.319; 1.917;-1;-1;-1;-1;0
 7564;07 57 54.762;-60 51 44.88;13.991; 1.101; 1.166;-1; 1; 1;-1;1
 7565;07 57 54.793;-60 50 26.87;17.802; 1.704; 2.092;-1; 1;-1;-1;0
 7566;07 57 54.823;-60 40 28.90;20.074; 0.878; 1.725;-1;-1;-1;-1;0
 7567;07 57 54.836;-60 47 13.78;17.491; 0.887; 1.000;-1;-1; 1;-1;0
 7568;07 57 54.936;-61 07 45.11;16.859; 1.474; 2.287; 1;-1;-1;-1;0
 7569;07 57 54.982;-60 22 15.44;14.621; 0.790; 0.849;-1;-1; 1;-1;0
 7570;07 57 55.079;-61 05 14.61;19.504; 0.870; 1.024;-1;-1; 1;-1;0
 7571;07 57 55.091;-60 34 55.53;16.989; 0.675; 0.896;-1;-1; 1;-1;0
 7572;07 57 55.094;-60 39 11.02;19.666; 1.284; 1.890;-1;-1;-1;-1;0
 7573;07 57 55.110;-60 56 33.52;20.187;      ; 1.154; 0;-1; 0;-1;0
 7574;07 57 55.122;-60 33 59.15;19.385; 0.799; 1.048;-1;-1; 1;-1;0
 7575;07 57 55.123;-60 22 28.84;18.266; 0.716; 0.926;-1;-1; 1;-1;0
 7576;07 57 55.160;-60 37 50.12;18.881; 0.537; 0.790;-1;-1; 1;-1;0
 7577;07 57 55.170;-60 38 29.52;20.383;      ; 0.948; 0;-1; 0;-1;0
 7578;07 57 55.178;-61 05 40.48;19.212; 0.902; 1.606;-1;-1;-1;-1;0
 7579;07 57 55.206;-61 07 49.77;17.373; 0.620; 2.728;-1;-1;-1;-1;0
 7580;07 57 55.211;-61 00 54.29;13.035; 0.970; 1.092;-1;-1; 1;-1;0
 7581;07 57 55.214;-60 49 24.23;18.504; 0.737; 0.722;-1;-1; 1;-1;0
 7582;07 57 55.223;-61 01 17.66;16.941; 0.954; 1.035;-1;-1; 1;-1;0
 7583;07 57 55.323;-60 31 45.43;19.005; 0.566; 0.764;-1;-1; 1;-1;0
 7584;07 57 55.329;-61 13 04.26;17.596; 0.860; 1.100;-1;-1; 1;-1;0
 7585;07 57 55.375;-60 48 27.18;12.905; 0.719; 0.876; 1; 1; 1; 1;1
 7586;07 57 55.437;-60 27 46.30;20.208;      ; 2.981; 0; 1; 0; 1;0
 7587;07 57 55.437;-60 46 21.75;14.333; 1.553; 1.568;-1;-1;-1;-1;0
 7588;07 57 55.450;-60 37 54.90;18.914; 0.980; 0.050;-1;-1;-1;-1;0
 7589;07 57 55.459;-61 05 26.23;18.166; 0.854; 0.936;-1;-1; 1;-1;0
 7590;07 57 55.460;-60 43 20.65;13.990; 0.885; 0.996; 1; 1; 1; 1;0
 7591;07 57 55.490;-61 02 13.69;18.445; 1.506; 1.712; 1;-1; 1;-1;0
 7592;07 57 55.496;-60 25 20.31;17.500; 0.561; 0.760;-1;-1; 1;-1;0
 7593;07 57 55.521;-60 26 28.85;15.706; 1.220; 1.248; 1;-1;-1;-1;0
 7594;07 57 55.575;-60 52 57.96;12.660; 1.160; 1.228;-1;-1; 1;-1;0
 7595;07 57 55.593;-60 40 39.26;12.632; 0.602; 0.699; 1; 1; 1; 1;0
 7596;07 57 55.601;-60 36 05.99;16.165; 1.365; 1.649; 1; 1; 1; 1;0
 7597;07 57 55.604;-60 29 07.58;15.498; 1.181; 1.207; 1;-1; 1;-1;0
 7598;07 57 55.607;-60 19 07.79;15.453; 0.805; 0.940;-1;-1; 1;-1;0
 7599;07 57 55.630;-61 04 17.29;20.000;      ; 2.949; 0; 1; 0; 1;0
 7600;07 57 55.630;-61 12 15.40;19.854; 0.341; 1.025;-1;-1;-1;-1;0
 7601;07 57 55.660;-61 12 04.91;15.552; 0.698; 0.839;-1;-1; 1;-1;0
 7602;07 57 55.672;-60 34 14.73;17.546; 0.851; 1.024;-1;-1; 1;-1;0
 7603;07 57 55.674;-60 29 28.40;20.073;      ; 1.944; 0;-1; 0;-1;0
 7604;07 57 55.674;-60 54 12.00;20.087; 0.681; 1.225;-1;-1;-1;-1;0
 7605;07 57 55.722;-60 32 47.70;19.398; 1.517; 2.093; 1;-1; 1;-1;0
 7606;07 57 55.731;-60 35 15.96;15.640; 0.936; 0.983;-1;-1; 1;-1;0
 7607;07 57 55.732;-60 51 35.73;19.633; 0.829; 0.939;-1;-1; 1;-1;0
 7608;07 57 55.840;-60 37 57.07;17.190; 0.985; 1.066;-1;-1; 1;-1;0
 7609;07 57 55.881;-60 37 10.64;19.447; 1.838; 1.550;-1;-1;-1;-1;0
 7610;07 57 55.882;-60 34 51.35;15.784; 0.717; 0.787;-1;-1; 1;-1;0
 7611;07 57 55.890;-61 02 15.12;18.834; 1.482; 1.970; 1;-1; 1;-1;0
 7612;07 57 55.897;-61 01 44.82;20.732;      ; 3.580; 0;-1; 0;-1;0
 7613;07 57 55.954;-60 30 12.38;18.543; 1.707; 2.349; 1; 1; 1; 1;0
 7614;07 57 55.976;-61 01 35.96;18.252; 1.100; 1.271;-1;-1; 1;-1;0
 7615;07 57 56.016;-60 25 24.05;20.661; 0.605; 2.057;-1;-1;-1;-1;0
 7616;07 57 56.084;-60 29 54.62;20.405;      ; 1.418; 0;-1; 0;-1;0
 7617;07 57 56.086;-60 47 05.16;19.109; 1.490; 0.670; 1;-1;-1;-1;0
 7618;07 57 56.086;-60 58 45.98;17.635; 1.302; 1.363;-1;-1; 1;-1;0
 7619;07 57 56.089;-60 54 59.05;14.322; 0.935; 1.008; 1; 1; 1; 1;0
 7620;07 57 56.091;-60 42 22.62;13.035; 1.069; 1.109;-1;-1; 1;-1;0
 7621;07 57 56.111;-60 36 41.48;13.809; 1.180; 1.259;-1;-1; 1;-1;0
 7622;07 57 56.121;-60 42 38.80;17.169; 1.524; 1.907; 1; 1; 1; 1;0
 7623;07 57 56.131;-60 36 05.60;18.328; 1.097; 3.809;-1;-1;-1;-1;0
 7624;07 57 56.142;-60 24 35.07;19.960; 0.791; 0.883;-1;-1; 1;-1;0
 7625;07 57 56.145;-60 49 59.18;19.881;      ; 0.885; 0;-1; 0;-1;0
 7626;07 57 56.170;-60 21 59.07;19.905;      ; 2.571; 0;-1; 0;-1;0
 7627;07 57 56.210;-60 43 27.99;18.056; 1.062; 1.101;-1;-1; 1;-1;0
 7628;07 57 56.221;-60 36 53.21;19.279;      ; 2.658; 0; 1; 0; 1;0
 7629;07 57 56.241;-60 22 05.46;18.689; 0.797; 0.811;-1;-1; 1;-1;0
 7630;07 57 56.244;-61 02 47.34;20.075;      ; 1.209; 0;-1; 0;-1;0
 7631;07 57 56.269;-60 53 26.85;21.092;      ; 2.535; 0;-1; 0;-1;0
 7632;07 57 56.277;-60 56 00.49;20.297;      ; 1.434; 0;-1; 0;-1;0
 7633;07 57 56.305;-60 57 17.00;19.171; 0.779; 0.744;-1;-1; 1;-1;0
 7634;07 57 56.332;-60 51 43.60;20.023;      ; 1.572; 0;-1; 0;-1;0
 7635;07 57 56.355;-61 00 06.19;18.586; 0.765; 0.920;-1;-1; 1;-1;0
 7636;07 57 56.355;-61 08 24.21;18.534; 0.785; 0.935;-1;-1; 1;-1;0
 7637;07 57 56.378;-60 28 06.38;16.209; 0.724; 0.893;-1;-1; 1;-1;0
 7638;07 57 56.459;-61 04 25.90;17.377; 0.976; 1.154;-1;-1; 1;-1;0
 7639;07 57 56.474;-60 30 04.65;18.009; 0.725; 0.943;-1;-1; 1;-1;0
 7640;07 57 56.507;-61 06 39.73;19.984;      ; 1.254; 0;-1; 0;-1;0
 7641;07 57 56.542;-60 35 39.74;18.176; 0.599; 0.834;-1;-1; 1;-1;0
 7642;07 57 56.594;-60 50 01.78;17.060; 0.749; 0.946;-1;-1; 1;-1;0
 7643;07 57 56.615;-60 18 38.24;18.068; 1.510; 2.085; 1;-1; 1;-1;0
 7644;07 57 56.633;-60 31 51.23;18.315; 0.751; 0.839;-1;-1; 1;-1;0
 7645;07 57 56.638;-60 53 19.26;19.317; 0.711; 0.714;-1;-1; 1;-1;0
 7646;07 57 56.639;-60 21 50.41;20.130;      ; 1.201; 0;-1; 0;-1;0
 7647;07 57 56.754;-60 49 19.33;19.468;      ; 1.218; 0;-1; 0;-1;0
 7648;07 57 56.772;-60 35 24.45;19.716;      ; 1.982; 0;-1; 0;-1;0
 7649;07 57 56.791;-61 02 23.67;20.634;      ; 2.294; 0;-1; 0;-1;0
 7650;07 57 56.813;-60 50 33.82;12.706; 0.620; 0.768; 1; 1; 1; 1;0
 7651;07 57 56.825;-61 08 00.96;19.834; 1.182; 1.963;-1;-1;-1;-1;0
 7652;07 57 56.835;-60 23 11.57;16.165; 0.967; 1.055;-1;-1; 1;-1;0
 7653;07 57 56.899;-61 12 41.73;18.803; 0.818; 1.021;-1;-1; 1;-1;0
 7654;07 57 56.930;-61 11 45.76;19.872; 0.751; 0.868;-1;-1; 1;-1;0
 7655;07 57 56.962;-61 01 03.44;17.318; 0.972; 1.083;-1;-1; 1;-1;0
 7656;07 57 57.003;-60 32 34.36;18.404; 1.045; 1.056;-1;-1; 1;-1;0
 7657;07 57 57.044;-61 08 31.48;20.452;      ; 1.605; 0;-1; 0;-1;0
 7658;07 57 57.057;-60 46 56.25;19.351;      ; 1.692; 0;-1; 0;-1;0
 7659;07 57 57.065;-60 27 24.54;17.430; 0.898; 0.958;-1;-1; 1;-1;0
 7660;07 57 57.092;-60 20 17.35;14.256; 0.564; 0.703;-1;-1; 1;-1;0
 7661;07 57 57.107;-60 25 48.17;18.661; 0.794; 0.759;-1;-1; 1;-1;0
 7662;07 57 57.124;-60 30 32.14;16.997; 0.698; 0.842;-1;-1; 1;-1;0
 7663;07 57 57.172;-60 34 35.92;17.562; 0.912; 0.939;-1;-1; 1;-1;0
 7664;07 57 57.219;-60 44 40.87;17.176; 0.954; 1.082;-1;-1; 1;-1;0
 7665;07 57 57.291;-60 38 45.68;17.270; 1.055; 1.086;-1;-1; 1;-1;0
 7666;07 57 57.314;-60 52 41.56;20.296;      ; 3.115; 0; 1; 0; 1;1
 7667;07 57 57.339;-60 44 16.21; 9.893; 0.195; 0.251; 1; 1; 1; 1;1
 7668;07 57 57.344;-60 49 38.98;16.921; 1.730; 1.110;-1;-1;-1;-1;0
 7669;07 57 57.411;-60 42 07.70;19.115; 1.196; 1.246;-1;-1; 1;-1;0
 7670;07 57 57.427;-60 57 32.18;19.166; 0.629; 0.984;-1;-1;-1;-1;0
 7671;07 57 57.462;-60 51 43.80;17.695; 0.913; 1.062;-1;-1; 1;-1;0
 7672;07 57 57.492;-60 20 17.09;14.262;      ; 0.696; 0;-1; 0;-1;0
 7673;07 57 57.543;-60 32 34.12;14.728; 0.744; 0.829;-1;-1; 1;-1;0
 7674;07 57 57.566;-60 29 56.86;20.856;      ; 1.298; 0;-1; 0;-1;0
 7675;07 57 57.574;-61 08 29.52;20.711;      ; 2.117; 0;-1; 0;-1;0
 7676;07 57 57.604;-60 49 46.69;13.417; 0.605; 0.739;-1;-1; 1;-1;0
 7677;07 57 57.656;-60 21 10.04;19.937; 1.332; 1.891;-1;-1;-1;-1;0
 7678;07 57 57.660;-60 53 38.95;14.429; 0.928; 1.052; 1; 1; 1; 1;0
 7679;07 57 57.677;-61 06 33.80;20.083;      ; 1.837; 0;-1; 0;-1;0
 7680;07 57 57.703;-60 27 00.17;19.987;      ; 1.507; 0;-1; 0;-1;0
 7681;07 57 57.743;-60 56 55.61;19.275; 0.902; 1.130;-1;-1; 1;-1;0
 7682;07 57 57.749;-61 02 03.75;19.352;      ; 2.640; 0; 1; 0; 1;0
 7683;07 57 57.772;-60 35 15.61;17.970; 0.932; 1.109;-1;-1; 1;-1;0
 7684;07 57 57.782;-60 55 21.11;20.231;      ; 1.665; 0;-1; 0;-1;0
 7685;07 57 57.814;-60 23 01.78;18.843; 1.396; 2.156;-1;-1;-1;-1;0
 7686;07 57 57.816;-61 00 15.31;13.477; 0.587; 0.725;-1;-1; 1;-1;0
 7687;07 57 57.855;-60 21 01.42;19.223; 0.862; 0.844;-1;-1; 1;-1;0
 7688;07 57 57.914;-60 49 36.22;19.721;      ; 2.578; 0;-1; 0;-1;0
 7689;07 57 57.943;-60 25 02.47;18.188; 0.749; 0.815;-1;-1; 1;-1;0
 7690;07 57 58.008;-60 45 44.56;15.153; 1.279; 1.420; 1; 1; 1; 1;1
 7691;07 57 58.013;-60 40 54.00;16.819; 0.710; 0.804;-1;-1; 1;-1;0
 7692;07 57 58.041;-61 11 16.66;16.232; 0.858; 0.997;-1;-1; 1;-1;0
 7693;07 57 58.084;-60 52 43.15;19.367;      ; 1.941; 0;-1; 0;-1;0
 7694;07 57 58.093;-61 09 01.79;20.425;      ; 0.325; 0;-1; 0;-1;0
 7695;07 57 58.113;-60 40 32.73;17.525; 0.595; 0.784;-1;-1; 1;-1;0
 7696;07 57 58.114;-60 18 40.55;15.662; 1.427; 1.740; 1; 1; 1; 1;1
 7697;07 57 58.120;-60 53 32.82;16.906;      ; 0.823; 0;-1; 0;-1;0
 7698;07 57 58.124;-60 39 32.10;17.230; 1.444; 1.613; 1;-1; 1;-1;0
 7699;07 57 58.129;-60 22 03.48;19.724;      ; 1.587; 0;-1; 0;-1;0
 7700;07 57 58.133;-60 20 45.21;18.060; 0.737; 0.910;-1;-1; 1;-1;0
 7701;07 57 58.184;-60 39 10.36;19.473; 0.783; 0.909;-1;-1; 1;-1;0
 7702;07 57 58.263;-61 01 10.02;17.194; 0.951; 1.121;-1;-1; 1;-1;0
 7703;07 57 58.264;-60 49 50.73;14.509; 0.656; 0.786;-1;-1; 1;-1;0
 7704;07 57 58.266;-61 06 54.32;19.733; 0.537; 1.051;-1;-1;-1;-1;0
 7705;07 57 58.283;-60 32 48.93;17.469; 0.626; 0.741;-1;-1; 1;-1;0
 7706;07 57 58.297;-60 46 58.94;19.835;      ; 2.173; 0;-1; 0;-1;0
 7707;07 57 58.313;-60 35 16.90;19.609; 1.334; 1.094;-1;-1;-1;-1;0
 7708;07 57 58.344;-60 52 48.38;17.643; 1.714; 2.512;-1;-1; 1;-1;0
 7709;07 57 58.352;-60 36 03.49;19.632;      ; 1.105; 0;-1; 0;-1;0
 7710;07 57 58.364;-61 08 50.50;17.781; 1.570; 2.487; 1; 1; 1; 1;1
 7711;07 57 58.367;-60 46 23.89;17.884; 0.800; 1.032;-1;-1; 1;-1;0
 7712;07 57 58.391;-61 10 34.81;20.341;      ; 1.029; 0;-1; 0;-1;0
 7713;07 57 58.413;-61 08 56.26;20.526;      ; 1.685; 0;-1; 0;-1;0
 7714;07 57 58.414;-60 31 49.64;20.101;      ; 2.632; 0;-1; 0;-1;0
 7715;07 57 58.483;-60 33 51.74;18.881; 1.382; 2.444;-1; 1;-1;-1;0
 7716;07 57 58.525;-60 58 42.64;20.549;      ; 1.325; 0;-1; 0;-1;0
 7717;07 57 58.570;-60 43 38.77;19.201; 1.094; 1.011;-1;-1; 1;-1;0
 7718;07 57 58.572;-60 36 36.72;16.296; 1.127; 1.260;-1;-1; 1;-1;0
 7719;07 57 58.582;-60 35 55.19;19.896;      ; 1.220; 0;-1; 0;-1;0
 7720;07 57 58.589;-60 24 10.81;15.101; 1.075; 1.166; 1; 1; 1; 1;0
 7721;07 57 58.620;-61 03 39.13;14.861; 1.048; 1.152; 1; 1; 1; 1;0
 7722;07 57 58.622;-60 55 24.34;19.822;      ; 2.459; 0;-1; 0;-1;0
 7723;07 57 58.673;-60 34 53.86;19.571; 1.080; 0.961;-1;-1; 1;-1;0
 7724;07 57 58.679;-60 44 44.97;19.554;      ; 0.999; 0;-1; 0;-1;0
 7725;07 57 58.732;-60 55 16.65;19.919; 0.763; 0.888;-1;-1; 1;-1;0
 7726;07 57 58.734;-60 32 46.54;19.904;      ; 1.226; 0;-1; 0;-1;0
 7727;07 57 58.780;-60 57 55.39;18.328;      ; 1.420; 0;-1; 0;-1;0
 7728;07 57 58.799;-61 04 10.02;19.126; 1.022; 1.280;-1;-1; 1;-1;0
 7729;07 57 58.858;-60 45 19.92;17.979;      ; 1.680; 0;-1; 0;-1;0
 7730;07 57 58.921;-60 20 18.81;17.415; 0.828; 1.055;-1;-1; 1;-1;0
 7731;07 57 58.923;-60 40 33.58;20.137; 0.477; 1.214;-1;-1;-1;-1;0
 7732;07 57 58.949;-61 03 57.02;19.049; 0.736; 0.964;-1;-1; 1;-1;0
 7733;07 57 58.970;-60 44 14.38;18.035; 0.460; 1.514;-1;-1;-1;-1;0
 7734;07 57 59.003;-60 35 35.23;19.465;      ; 2.648; 0; 1; 0; 1;0
 7735;07 57 59.017;-60 54 33.05;19.261; 0.877; 1.026;-1;-1; 1;-1;0
 7736;07 57 59.063;-60 35 19.79;20.827;      ; 1.387; 0;-1; 0;-1;0
 7737;07 57 59.141;-61 10 58.25;20.147;      ; 1.374; 0;-1; 0;-1;0
 7738;07 57 59.208;-60 56 10.84;18.252; 0.749; 0.877;-1;-1; 1;-1;0
 7739;07 57 59.232;-60 41 20.73;19.240; 1.125; 1.772;-1;-1;-1;-1;0
 7740;07 57 59.239;-61 12 45.56;18.567; 0.967; 1.281;-1;-1;-1;-1;0
 7741;07 57 59.268;-61 12 48.79;19.570;      ; 1.681; 0;-1; 0;-1;0
 7742;07 57 59.285;-61 07 45.59;18.326; 0.706; 0.847;-1;-1; 1;-1;0
 7743;07 57 59.303;-60 56 53.42;12.647; 0.655; 0.802; 1; 1; 1; 1;1
 7744;07 57 59.319;-60 45 05.13;19.493;      ; 1.024; 0;-1; 0;-1;0
 7745;07 57 59.322;-61 01 04.43;20.318;      ; 2.736; 0;-1; 0;-1;0
 7746;07 57 59.329;-60 26 31.70;16.015; 0.636; 0.771;-1;-1; 1;-1;0
 7747;07 57 59.341;-60 55 07.69;19.840;      ; 0.875; 0;-1; 0;-1;0
 7748;07 57 59.362;-60 36 54.19;15.874; 0.754; 0.825;-1;-1; 1;-1;0
 7749;07 57 59.413;-60 35 44.65;18.423; 0.841; 1.150;-1;-1;-1;-1;0
 7750;07 57 59.420;-60 22 25.03;19.482; 0.558; 1.098;-1;-1;-1;-1;0
 7751;07 57 59.430;-60 55 03.78;19.843;      ; 0.969; 0;-1; 0;-1;0
 7752;07 57 59.433;-60 34 52.97;19.091; 0.769; 1.009;-1;-1; 1;-1;0
 7753;07 57 59.452;-61 09 39.56;17.947; 0.689; 0.903;-1;-1; 1;-1;0
 7754;07 57 59.454;-60 31 40.87;19.643; 0.793; 0.984;-1;-1; 1;-1;0
 7755;07 57 59.473;-60 36 03.25;20.543;      ; 2.323; 0;-1; 0;-1;0
 7756;07 57 59.474;-60 25 25.07;20.861;      ; 3.317; 0; 1; 0; 1;1
 7757;07 57 59.545;-61 07 14.26;17.130; 0.802; 0.927;-1;-1; 1;-1;0
 7758;07 57 59.583;-60 25 13.73;18.898; 0.598; 0.835;-1;-1; 1;-1;0
 7759;07 57 59.623;-60 20 51.37;18.736;      ; 1.505; 0;-1; 0;-1;0
 7760;07 57 59.644;-60 33 50.88;17.689; 1.048; 1.056;-1;-1; 1;-1;0
 7761;07 57 59.705;-60 29 48.03;18.442; 1.159; 1.266;-1;-1; 1;-1;0
 7762;07 57 59.753;-60 36 07.43;18.882;      ; 1.522; 0;-1; 0;-1;0
 7763;07 57 59.815;-60 55 48.31;19.713; 0.449; 0.849;-1;-1;-1;-1;0
 7764;07 57 59.857;-61 01 45.16;19.675; 0.832; 1.245;-1;-1;-1;-1;0
 7765;07 57 59.871;-60 22 31.96;19.305;      ; 1.486; 0;-1; 0;-1;0
 7766;07 57 59.878;-60 45 31.47;15.945; 0.676; 0.856;-1;-1; 1;-1;0
 7767;07 57 59.926;-60 29 22.40;18.660; 0.978; 1.198;-1;-1; 1;-1;0
 7768;07 57 59.943;-60 35 01.14;18.227; 0.817; 0.963;-1;-1; 1;-1;0
 7769;07 57 59.952;-61 09 43.88;19.730;      ; 2.259; 0;-1; 0;-1;0
 7770;07 58 00.016;-60 58 45.15;20.112;      ; 1.877; 0;-1; 0;-1;0
 7771;07 58 00.064;-60 58 31.54;15.112; 1.160; 1.166; 1; 1; 1; 1;0
 7772;07 58 00.087;-61 00 22.30;15.928; 0.709; 0.784;-1;-1; 1;-1;0
 7773;07 58 00.088;-60 28 21.56;19.675; 0.738; 1.137;-1;-1;-1;-1;0
 7774;07 58 00.132;-60 37 57.24;16.885; 1.251; 1.306;-1;-1;-1;-1;0
 7775;07 58 00.147;-60 47 31.59;18.421; 0.941; 1.279;-1;-1;-1;-1;0
 7776;07 58 00.161;-60 27 01.12;18.504; 0.890; 1.055;-1;-1; 1;-1;0
 7777;07 58 00.184;-60 33 45.49;20.435;      ; 2.507; 0;-1; 0;-1;0
 7778;07 58 00.224;-60 40 01.72;19.507; 1.221; 1.519;-1;-1; 1;-1;0
 7779;07 58 00.285;-60 23 29.21;19.075; 0.995; 1.440;-1;-1;-1;-1;0
 7780;07 58 00.310;-60 44 09.23;20.096;      ; 0.806; 0;-1; 0;-1;0
 7781;07 58 00.313;-60 36 07.24;19.821;      ; 1.860; 0;-1; 0;-1;0
 7782;07 58 00.332;-60 52 12.18;15.761; 1.417; 1.706; 1; 1; 1; 1;1
 7783;07 58 00.348;-60 54 42.68;18.556; 0.914; 0.987;-1;-1; 1;-1;0
 7784;07 58 00.363;-60 35 53.11;12.977; 1.458; 1.472;-1;-1;-1;-1;0
 7785;07 58 00.364;-60 32 49.89;17.118; 1.208; 1.856;-1; 1;-1;-1;0
 7786;07 58 00.389;-60 59 15.18;19.192; 1.291; 1.422;-1;-1; 1;-1;0
 7787;07 58 00.416;-60 47 59.06;18.952; 0.694; 0.994;-1;-1;-1;-1;0
 7788;07 58 00.423;-60 41 19.68;14.832; 1.110; 1.269; 1; 1; 1; 1;1
 7789;07 58 00.441;-60 40 42.90;20.718; 0.217; 0.682;-1;-1;-1;-1;0
 7790;07 58 00.445;-60 48 51.33;16.585; 0.812; 1.016;-1;-1; 1;-1;0
 7791;07 58 00.478;-60 24 16.20;17.526; 1.115; 1.129;-1;-1; 1;-1;0
